spotify_id,artist_name,event_date,venue_name,venue_city,venue_country,event_url,ticket_url,ticket_status,start_time,timezone
0nFdWpwl7h6fp3ADRyG14L,Marina Sena,2025-05-17,Circo Voador,Rio de Janeiro,Brazil,https://www.bandsintown.com/e/1035090644-marina-sena-at-circo-voador?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/1035090644-marina-sena-at-circo-voador?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2025-05-17T20:00:00,America/Sao_Paulo
0nFdWpwl7h6fp3ADRyG14L,Marina Sena,2025-05-16,Circo Voador,Rio de Janeiro,Brazil,https://www.bandsintown.com/e/1035089908-marina-sena-at-circo-voador?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/1035089908-marina-sena-at-circo-voador?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2025-05-16T20:00:00,America/Sao_Paulo
0nFdWpwl7h6fp3ADRyG14L,Marina Sena,2025-04-26,Espaço Unimed,São Paulo,Brazil,https://www.bandsintown.com/e/1034842442-marina-sena-at-espaco-unimed?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/1034842442-marina-sena-at-espaco-unimed?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2025-04-26T21:00:00,America/Sao_Paulo
0nFdWpwl7h6fp3ADRyG14L,Marina Sena,2024-10-13,Circo Voador,Rio de Janeiro,Brazil,https://www.bandsintown.com/e/1032732299-marina-sena-at-circo-voador?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/1032732299-marina-sena-at-circo-voador?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2024-10-13T19:00:00,America/Sao_Paulo
0nFdWpwl7h6fp3ADRyG14L,Marina Sena,2024-10-12,Circo Voador,Rio de Janeiro,Brazil,https://www.bandsintown.com/e/1032732398-marina-sena-at-circo-voador?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/1032732398-marina-sena-at-circo-voador?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2024-10-12T20:00:00,America/Sao_Paulo
0nFdWpwl7h6fp3ADRyG14L,Marina Sena,2024-08-2,Sono Hotel,Brno-město,Czechia,https://www.bandsintown.com/e/1031742310-marina-sena-at-sono-hotel?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/1031742310-marina-sena-at-sono-hotel?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2024-08-02T19:30:00,Europe/Prague
0nFdWpwl7h6fp3ADRyG14L,Marina Sena,2024-07-31,Gretchen,Berlin,Germany,https://www.bandsintown.com/e/1031918553-marina-sena-at-gretchen?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/1031918553-marina-sena-at-gretchen?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2024-07-31T19:30:00,Europe/Berlin
0nFdWpwl7h6fp3ADRyG14L,Marina Sena,2024-07-6,Mon Madrid,Madrid,Spain,https://www.bandsintown.com/e/1032127990-marina-sena-at-mon-madrid?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/1032127990-marina-sena-at-mon-madrid?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2024-07-06T20:00:00,Europe/Madrid
0nFdWpwl7h6fp3ADRyG14L,Marina Sena,2024-06-30,The Jazz Cafe,London,United Kingdom,https://www.bandsintown.com/e/1031409299-marina-sena-at-the-jazz-cafe?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/1031409299-marina-sena-at-the-jazz-cafe?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2024-06-30T19:00:00,Europe/London
0nFdWpwl7h6fp3ADRyG14L,Marina Sena,2024-06-29,The Sugar Club,Dublin,Ireland,https://www.bandsintown.com/e/1031394285-marina-sena-at-the-sugar-club?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/1031394285-marina-sena-at-the-sugar-club?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2024-06-29T19:30:00,Europe/Dublin
0nFdWpwl7h6fp3ADRyG14L,Marina Sena,2024-06-26,La (2) - Sala Apolo,Ciutat Vella,Spain,https://www.bandsintown.com/e/1031612849-marina-sena-at-la-(2)-sala-apolo?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/1031612849-marina-sena-at-la-(2)-sala-apolo?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2024-06-26T21:00:00,Europe/Madrid
0nFdWpwl7h6fp3ADRyG14L,Marina Sena,2023-12-10,Parque Metropolitano Simón Bolívar,Bogotá,Colombia,https://www.bandsintown.com/z/104646255-marina-sena-at-parque-metropolitano-simon-bolivar?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/104646255-marina-sena-at-parque-metropolitano-simon-bolivar?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2023-12-10T12:00:00,America/Bogota
0nFdWpwl7h6fp3ADRyG14L,Marina Sena,2023-12-3,Interlagos - Gate 8,São Paulo,Brazil,https://www.bandsintown.com/z/104646257-marina-sena-at-interlagos-gate-8?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/104646257-marina-sena-at-interlagos-gate-8?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2023-12-03T12:00:00,America/Sao_Paulo
0nFdWpwl7h6fp3ADRyG14L,Marina Sena,2023-11-26,PARQUE SARMIENTO,Buenos Aires,Argentina,https://www.bandsintown.com/z/104646250-marina-sena-at-parque-sarmiento?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/104646250-marina-sena-at-parque-sarmiento?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2023-11-26T14:00:00,America/Argentina/Buenos_Aires
0nFdWpwl7h6fp3ADRyG14L,Marina Sena,2023-11-19,parque harmonia,Porto Alegre,Brazil,https://www.bandsintown.com/z/104646218-marina-sena-at-parque-harmonia?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/104646218-marina-sena-at-parque-harmonia?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2023-11-19T14:00:00,America/Sao_Paulo
0nFdWpwl7h6fp3ADRyG14L,Marina Sena,2023-11-5,Parque Municipal Mayor Paulo Rattes,Petrópolis,Brazil,https://www.bandsintown.com/z/104646214-marina-sena-at-parque-municipal-mayor-paulo-rattes?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/104646214-marina-sena-at-parque-municipal-mayor-paulo-rattes?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2023-11-05T11:00:00,America/Sao_Paulo
0nFdWpwl7h6fp3ADRyG14L,Marina Sena,2023-10-13,Arena Das Dunas Stadium,Natal,Brazil,https://www.bandsintown.com/z/104646211-marina-sena-at-arena-das-dunas-stadium?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/104646211-marina-sena-at-arena-das-dunas-stadium?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2023-10-13T15:00:00,America/Fortaleza
0nFdWpwl7h6fp3ADRyG14L,Marina Sena,2023-09-10,Autódromo José Carlos Pace,São Paulo,Brazil,https://www.bandsintown.com/z/104646208-marina-sena-at-autodromo-jose-carlos-pace?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/104646208-marina-sena-at-autodromo-jose-carlos-pace?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2023-09-10T14:00:00,America/Sao_Paulo
0nFdWpwl7h6fp3ADRyG14L,Marina Sena,2023-08-20,Marina Park Hotel,Fortaleza,Brazil,https://www.bandsintown.com/z/104646203-marina-sena-at-marina-park-hotel?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/104646203-marina-sena-at-marina-park-hotel?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2023-08-20T12:00:00,America/Fortaleza
0nFdWpwl7h6fp3ADRyG14L,Marina Sena,2023-07-29,Warehouse 14 Itaipava's,Recife,Brazil,https://www.bandsintown.com/z/104646200-marina-sena-at-warehouse-14-itaipava's?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/104646200-marina-sena-at-warehouse-14-itaipava's?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2023-07-29T22:00:00,America/Recife
0nFdWpwl7h6fp3ADRyG14L,Marina Sena,2023-06-24,Parque Ecológico Francisco Lins do Rêgo (Pampulha),Belo Horizonte,Brazil,https://www.bandsintown.com/z/1027641254-marina-sena-at-parque-ecologico-francisco-lins-do-rego-(pampulha)?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/1027641254-marina-sena-at-parque-ecologico-francisco-lins-do-rego-(pampulha)?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2023-06-24T12:00:56,America/Sao_Paulo
0nFdWpwl7h6fp3ADRyG14L,Marina Sena,2023-05-21,Cineteatro Capitólio,Lisboa,Portugal,https://www.bandsintown.com/z/1027660108-marina-sena-at-cineteatro-capitolio?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/1027660108-marina-sena-at-cineteatro-capitolio?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2023-05-21T22:00:00,Europe/Lisbon
0nFdWpwl7h6fp3ADRyG14L,Marina Sena,2023-05-20,Village Underground,London,United Kingdom,https://www.bandsintown.com/z/1027680691-marina-sena-at-village-underground?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/1027680691-marina-sena-at-village-underground?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2023-05-20T18:30:00,Europe/London
0nFdWpwl7h6fp3ADRyG14L,Marina Sena,2023-05-16,New Morning,Paris,France,https://www.bandsintown.com/z/1027689797-marina-sena-at-new-morning?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/1027689797-marina-sena-at-new-morning?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2023-05-16T20:00:00,Europe/Paris
0nFdWpwl7h6fp3ADRyG14L,Marina Sena,2023-05-13,Theatro Circo de Braga,Braga,Portugal,https://www.bandsintown.com/z/1028041071-marina-sena-at-theatro-circo-de-braga?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/1028041071-marina-sena-at-theatro-circo-de-braga?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2023-05-13T21:30:00,Europe/Lisbon
0nFdWpwl7h6fp3ADRyG14L,Marina Sena,2022-12-8,Jockey Club Brasileiro,Rio de Janeiro,Brazil,https://www.bandsintown.com/z/1026054379-marina-sena-at-jockey-club-brasileiro?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/1026054379-marina-sena-at-jockey-club-brasileiro?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2022-12-08T21:00:00,America/Sao_Paulo
0nFdWpwl7h6fp3ADRyG14L,Marina Sena,2022-09-18,Latin America Memorial,São Paulo,Brazil,https://www.bandsintown.com/z/102992984-marina-sena-at-latin-america-memorial?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/102992984-marina-sena-at-latin-america-memorial?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2022-09-18T11:00:00,America/Sao_Paulo
0nFdWpwl7h6fp3ADRyG14L,Marina Sena,2022-08-27,Mineirão,Belo Horizonte,Brazil,https://www.bandsintown.com/z/102999076-marina-sena-at-mineirao?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/102999076-marina-sena-at-mineirao?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2022-08-27T14:00:00,America/Sao_Paulo
0nFdWpwl7h6fp3ADRyG14L,Marina Sena,2022-07-20,Melkweg,Amsterdam,Netherlands,https://www.bandsintown.com/z/1025164631-marina-sena-at-melkweg?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/1025164631-marina-sena-at-melkweg?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2022-07-20T19:30:00,Europe/Amsterdam
0nFdWpwl7h6fp3ADRyG14L,Marina Sena,2022-07-19,New Morning,Paris,France,https://www.bandsintown.com/z/1025065986-marina-sena-at-new-morning?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/1025065986-marina-sena-at-new-morning?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2022-07-19T21:00:00,Europe/Paris
0nFdWpwl7h6fp3ADRyG14L,Marina Sena,2022-05-28,Marina da Glória,Rio de Janeiro,Brazil,https://www.bandsintown.com/z/102999068-marina-sena-at-marina-da-gloria?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/102999068-marina-sena-at-marina-da-gloria?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2022-05-28T16:00:00,America/Sao_Paulo
0nFdWpwl7h6fp3ADRyG14L,Marina Sena,2022-04-24,Castelo de Itaipava,Petrópolis,Brazil,https://www.bandsintown.com/z/102999053-marina-sena-at-castelo-de-itaipava?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/102999053-marina-sena-at-castelo-de-itaipava?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2022-04-24T13:00:00,America/Sao_Paulo
0nFdWpwl7h6fp3ADRyG14L,Marina Sena,2022-04-17,Castelo de Itaipava,Petrópolis,Brazil,https://www.bandsintown.com/z/102999052-marina-sena-at-castelo-de-itaipava?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/102999052-marina-sena-at-castelo-de-itaipava?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2022-04-17T13:00:00,America/Sao_Paulo
0nFdWpwl7h6fp3ADRyG14L,Marina Sena,2022-04-11,Lafayette London,London,United Kingdom,https://www.bandsintown.com/z/1024371628-marina-sena-at-lafayette-london?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/1024371628-marina-sena-at-lafayette-london?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2022-04-11T19:00:00,Europe/London
0nFdWpwl7h6fp3ADRyG14L,Marina Sena,2022-04-9,LAV - Lisboa Ao Vivo - sala 2,campo pequeno,Portugal,https://www.bandsintown.com/z/1024204844-marina-sena-at-lav-lisboa-ao-vivo-sala-2?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/1024204844-marina-sena-at-lav-lisboa-ao-vivo-sala-2?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2022-04-09T22:00:00,Europe/Lisbon
0nFdWpwl7h6fp3ADRyG14L,Marina Sena,2022-04-8,Hard Club,Porto,Portugal,https://www.bandsintown.com/z/1024205598-marina-sena-at-hard-club?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/1024205598-marina-sena-at-hard-club?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2022-04-08T21:00:00,Europe/Lisbon
0nFdWpwl7h6fp3ADRyG14L,Marina Sena,2022-04-7,Salão Brazil,Coimbra,Portugal,https://www.bandsintown.com/z/1024244304-marina-sena-at-salao-brazil?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/1024244304-marina-sena-at-salao-brazil?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2022-04-07T22:00:00,Europe/Lisbon
0nFdWpwl7h6fp3ADRyG14L,Marina Sena,2022-04-2,Bar e Restaurante Vereda Tropical,Florianópolis,Brazil,https://www.bandsintown.com/z/102992967-marina-sena-at-bar-e-restaurante-vereda-tropical?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/102992967-marina-sena-at-bar-e-restaurante-vereda-tropical?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2022-04-02T21:00:00,America/Sao_Paulo
0nFdWpwl7h6fp3ADRyG14L,Marina Sena,2022-04-1,Concept Hall Event Space,Curitiba,Brazil,https://www.bandsintown.com/z/102992957-marina-sena-at-concept-hall-event-space?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/102992957-marina-sena-at-concept-hall-event-space?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2022-04-01T20:30:00,America/Sao_Paulo
0nFdWpwl7h6fp3ADRyG14L,Marina Sena,2022-03-31,Opinião,Porto Alegre,Brazil,https://www.bandsintown.com/z/102992971-marina-sena-at-opiniao?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/102992971-marina-sena-at-opiniao?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2022-03-31T20:30:00,America/Sao_Paulo
0nFdWpwl7h6fp3ADRyG14L,Marina Sena,2022-03-19,Fasul Festivals and Events,Chapecó,Brazil,https://www.bandsintown.com/z/102999047-marina-sena-at-fasul-festivals-and-events?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/102999047-marina-sena-at-fasul-festivals-and-events?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2022-03-19T16:00:00,America/Sao_Paulo
0nFdWpwl7h6fp3ADRyG14L,Marina Sena,2022-02-18,Pelotas International Airport,Pelotas,Brazil,https://www.bandsintown.com/z/102992993-marina-sena-at-pelotas-international-airport?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/102992993-marina-sena-at-pelotas-international-airport?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2022-02-18T20:30:00,America/Sao_Paulo
0nFdWpwl7h6fp3ADRyG14L,Marina Sena,2022-01-30,Trapiche Barnabé,Salvador,Brazil,https://www.bandsintown.com/z/102999031-marina-sena-at-trapiche-barnabe?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/102999031-marina-sena-at-trapiche-barnabe?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2022-01-30T16:00:00,America/Bahia
0nFdWpwl7h6fp3ADRyG14L,Marina Sena,2022-01-29,Captaincy of the Arts,Natal,Brazil,https://www.bandsintown.com/z/102999027-marina-sena-at-captaincy-of-the-arts?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/102999027-marina-sena-at-captaincy-of-the-arts?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2022-01-29T15:00:00,America/Fortaleza
0nFdWpwl7h6fp3ADRyG14L,Marina Sena,2022-01-9,Cine Joia,Sao Paulo,Brazil,https://www.bandsintown.com/z/102992964-marina-sena-at-cine-joia?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/102992964-marina-sena-at-cine-joia?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2022-01-09T18:00:00,America/Sao_Paulo
0nFdWpwl7h6fp3ADRyG14L,Marina Sena,2022-01-8,Cine Joia,Sao Paulo,Brazil,https://www.bandsintown.com/z/102992962-marina-sena-at-cine-joia?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/102992962-marina-sena-at-cine-joia?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2022-01-08T23:00:00,America/Sao_Paulo
0nFdWpwl7h6fp3ADRyG14L,Marina Sena,2022-01-7,Marina da Glória,Rio de Janeiro,Brazil,https://www.bandsintown.com/z/102992955-marina-sena-at-marina-da-gloria?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/102992955-marina-sena-at-marina-da-gloria?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2022-01-07T16:00:00,America/Sao_Paulo
0nFdWpwl7h6fp3ADRyG14L,Marina Sena,2021-12-31,Loteamento Pratagy - Praia de Riacho Doce,Maceió,Brazil,https://www.bandsintown.com/z/102999004-marina-sena-at-loteamento-pratagy-praia-de-riacho-doce?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/102999004-marina-sena-at-loteamento-pratagy-praia-de-riacho-doce?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2021-12-31T21:00:00,America/Maceio
0nFdWpwl7h6fp3ADRyG14L,Marina Sena,2021-12-18,Shopping Bosque Grão-Pará,Belém,Brazil,https://www.bandsintown.com/z/102998980-marina-sena-at-shopping-bosque-grao-para?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/102998980-marina-sena-at-shopping-bosque-grao-para?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2021-12-18T16:00:00,America/Belem
0nFdWpwl7h6fp3ADRyG14L,Marina Sena,2021-12-10,BCo. Space Makers,Rio de Janeiro,Brazil,https://www.bandsintown.com/z/102998956-marina-sena-at-bco.-space-makers?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/102998956-marina-sena-at-bco.-space-makers?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2021-12-10T22:00:00,America/Sao_Paulo
6IyBL2HQ7NB6V6xqgl3jBg,Jorge Mautner,2019-04-23,Theatro NET Rio,Rio De Janeiro,Brazil,https://www.bandsintown.com/z/1013915061-jorge-mautner-at-theatro-net-rio?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/1013915061-jorge-mautner-at-theatro-net-rio?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2019-04-23T21:00:00,America/Sao_Paulo
6IyBL2HQ7NB6V6xqgl3jBg,Jorge Mautner,2015-10-16,Auditório Ibirapuera,Sao Paulo,Brazil,https://www.bandsintown.com/z/13219718-jorge-mautner-at-auditorio-ibirapuera?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/13219718-jorge-mautner-at-auditorio-ibirapuera?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2015-10-16T21:00:00,
4MavQ0I0q9aAXj0mErfkqC,Luísa e Os Alquimistas,2024-12-7,Universidade Federal de Pernambuco,Recife,Brazil,https://www.bandsintown.com/e/1033143935-luisa-e-os-alquimistas-at-universidade-federal-de-pernambuco?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/1033143935-luisa-e-os-alquimistas-at-universidade-federal-de-pernambuco?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2024-12-07T15:00:00,America/Recife
4MavQ0I0q9aAXj0mErfkqC,Luísa e Os Alquimistas,2024-11-21,Mundo Pensante,São Paulo,Brazil,https://www.bandsintown.com/e/1033457529-luisa-e-os-alquimistas-at-mundo-pensante?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/1033457529-luisa-e-os-alquimistas-at-mundo-pensante?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2024-11-21T21:00:00,America/Sao_Paulo
4MavQ0I0q9aAXj0mErfkqC,Luísa e Os Alquimistas,2024-10-18,Galpão Ladeira das Artes,Rio de Janeiro,Brazil,https://www.bandsintown.com/e/1033144988-luisa-e-os-alquimistas-at-galpao-ladeira-das-artes?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/1033144988-luisa-e-os-alquimistas-at-galpao-ladeira-das-artes?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2024-10-18T18:00:00,America/Sao_Paulo
4MavQ0I0q9aAXj0mErfkqC,Luísa e Os Alquimistas,2024-09-1,Shiva alt-bar,Goiânia,Brazil,https://www.bandsintown.com/e/1032692322-luisa-e-os-alquimistas-at-shiva-alt-bar?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/1032692322-luisa-e-os-alquimistas-at-shiva-alt-bar?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2024-09-01T12:00:00,America/Sao_Paulo
4MavQ0I0q9aAXj0mErfkqC,Luísa e Os Alquimistas,2024-08-31,Infinu Comunidade Criativa,Brasília,Brazil,https://www.bandsintown.com/e/1032683646-luisa-e-os-alquimistas-at-infinu-comunidade-criativa?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/1032683646-luisa-e-os-alquimistas-at-infinu-comunidade-criativa?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2024-08-31T20:00:00,America/Sao_Paulo
4MavQ0I0q9aAXj0mErfkqC,Luísa e Os Alquimistas,2024-08-30,Laboratório 96,Uberaba,Brazil,https://www.bandsintown.com/e/1032692364-luisa-e-os-alquimistas-at-laboratorio-96?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/1032692364-luisa-e-os-alquimistas-at-laboratorio-96?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2024-08-30T20:00:00,America/Sao_Paulo
4MavQ0I0q9aAXj0mErfkqC,Luísa e Os Alquimistas,2024-07-27,Badehaus Berlin,Berlin,Germany,https://www.bandsintown.com/e/1032150439-luisa-e-os-alquimistas-at-badehaus-berlin?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/1032150439-luisa-e-os-alquimistas-at-badehaus-berlin?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2024-07-27T22:00:00,Europe/Berlin
