spotify_id,artist_name,event_date,venue_name,venue_city,venue_country,event_url,ticket_url,ticket_status,start_time,timezone
3rWZHrfrsPBxVy692yAIxF,Willow Smith,2019-09-7,The Showbox,Seattle,WA,https://www.bandsintown.com/z/1016760325-willow-smith-at-the-showbox?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/1016760325-willow-smith-at-the-showbox?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2019-09-07T20:30:00,America/Los_Angeles
3rWZHrfrsPBxVy692yAIxF,Willow Smith,2019-09-2,Harlow's Restaurant and Nightclub,Sacramento,CA,https://www.bandsintown.com/z/1016762247-willow-smith-at-harlow's-restaurant-and-nightclub?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/1016762247-willow-smith-at-harlow's-restaurant-and-nightclub?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2019-09-02T19:00:00,America/Los_Angeles
3rWZHrfrsPBxVy692yAIxF,Willow Smith,2019-09-1,The Catalyst,Santa Cruz,CA,https://www.bandsintown.com/z/1016761817-willow-smith-at-the-catalyst?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/1016761817-willow-smith-at-the-catalyst?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2019-09-01T21:00:00,America/Los_Angeles
3rWZHrfrsPBxVy692yAIxF,Willow Smith,2019-08-5,The Roxy Theatre,West Hollywood,CA,https://www.bandsintown.com/z/1015764603-willow-smith-at-the-roxy-theatre?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/1015764603-willow-smith-at-the-roxy-theatre?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2019-08-05T20:00:00,America/Los_Angeles
3rWZHrfrsPBxVy692yAIxF,Willow Smith,2019-08-4,The New Parish,Oakland,CA,https://www.bandsintown.com/z/1015764292-willow-smith-at-the-new-parish?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/1015764292-willow-smith-at-the-new-parish?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2019-08-04T20:00:00,America/Los_Angeles
3rWZHrfrsPBxVy692yAIxF,Willow Smith,2019-08-1,Center Stage Theater,Atlanta,GA,https://www.bandsintown.com/z/1015814337-willow-smith-at-center-stage-theater?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/1015814337-willow-smith-at-center-stage-theater?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2019-08-01T20:00:00,America/New_York
37m97yyap5ftH0sx3IHqno,Alessandra Leão,2024-09-27,Clube Oriental de Lisboa,campo pequeno,Portugal,https://www.bandsintown.com/e/1033084338-alessandra-leao-at-clube-oriental-de-lisboa?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/1033084338-alessandra-leao-at-clube-oriental-de-lisboa?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2024-09-27T20:00:00,Europe/Lisbon
37m97yyap5ftH0sx3IHqno,Alessandra Leão,2023-10-13,Maus Hábitos - Esp. Inter,Porto,Portugal,https://www.bandsintown.com/z/1029726392-alessandra-leao-at-maus-habitos-esp.-inter?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/1029726392-alessandra-leao-at-maus-habitos-esp.-inter?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2023-10-13T21:00:00,Europe/Lisbon
37m97yyap5ftH0sx3IHqno,Alessandra Leão,2023-03-23,Teatro Paiol,Curitiba,Brazil,https://www.bandsintown.com/z/1027829871-alessandra-leao-at-teatro-paiol?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/1027829871-alessandra-leao-at-teatro-paiol?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2023-03-23T20:00:00,America/Sao_Paulo
37m97yyap5ftH0sx3IHqno,Alessandra Leão,2019-11-22,Drom Taberna,Toronto,Canada,https://www.bandsintown.com/z/1017984144-alessandra-leao-at-drom-taberna?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/1017984144-alessandra-leao-at-drom-taberna?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2019-11-22T21:00:00,America/Toronto
37m97yyap5ftH0sx3IHqno,Alessandra Leão,2019-08-24,Auditório Ibirapuera Oscar Niemeyer,Sao Paulo,Brazil,https://www.bandsintown.com/z/1016639906-alessandra-leao-at-auditorio-ibirapuera-oscar-niemeyer?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/1016639906-alessandra-leao-at-auditorio-ibirapuera-oscar-niemeyer?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2019-08-24T21:00:00,America/Sao_Paulo
37m97yyap5ftH0sx3IHqno,Alessandra Leão,2019-02-22,Estúdio Bixiga,Sao Paulo,Brazil,https://www.bandsintown.com/z/1013833631-alessandra-leao-at-estudio-bixiga?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/1013833631-alessandra-leao-at-estudio-bixiga?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2019-02-22T23:59:00,America/Sao_Paulo
37m97yyap5ftH0sx3IHqno,Alessandra Leão,2018-09-6,Sesc Palladium,Belo Horizonte,Brazil,https://www.bandsintown.com/z/1011500797-alessandra-leao-at-sesc-palladium?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/1011500797-alessandra-leao-at-sesc-palladium?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2018-09-06T21:00:00,
738wLrAtLtCtFOLvQBXOXp,Major Lazer,2025-04-18,Jeddah Corniche Circuit,Jeddah,Saudi Arabia,https://www.bandsintown.com/e/106436645-major-lazer-at-jeddah-corniche-circuit?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/106436645-major-lazer-at-jeddah-corniche-circuit?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2025-04-18T19:00:00,Asia/Riyadh
738wLrAtLtCtFOLvQBXOXp,Major Lazer,2025-04-13,Rajamangala National Stadium,Thailand,Thailand,https://www.bandsintown.com/e/106419382-major-lazer-at-rajamangala-national-stadium?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/106419382-major-lazer-at-rajamangala-national-stadium?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2025-04-13T19:00:00,Asia/Bangkok
738wLrAtLtCtFOLvQBXOXp,Major Lazer,2025-03-28,Coyo Taco,Miami,FL,https://www.bandsintown.com/e/106617903-major-lazer-at-coyo-taco?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/106617903-major-lazer-at-coyo-taco?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2025-03-28T18:00:00,America/New_York
738wLrAtLtCtFOLvQBXOXp,Major Lazer,2024-08-23,Château Gontier,Château-Gontier,France,https://www.bandsintown.com/e/105091532-major-lazer-at-chateau-gontier?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/105091532-major-lazer-at-chateau-gontier?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2024-08-23T19:00:00,Europe/Paris
738wLrAtLtCtFOLvQBXOXp,Major Lazer,2024-08-17,ZOZO Marine Stadium,Chiba,Japan,https://www.bandsintown.com/e/105206859-major-lazer-at-zozo-marine-stadium?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/105206859-major-lazer-at-zozo-marine-stadium?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2024-08-17T19:00:00,Asia/Tokyo
738wLrAtLtCtFOLvQBXOXp,Major Lazer,2024-08-16,Makuhari Messe,Chiba-city,Japan,https://www.bandsintown.com/e/105324248-major-lazer-at-makuhari-messe?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/105324248-major-lazer-at-makuhari-messe?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2024-08-16T19:00:00,Asia/Tokyo
738wLrAtLtCtFOLvQBXOXp,Major Lazer,2024-08-4,Hollywood Park adjacent to SoFi Stadium,Inglewood,CA,https://www.bandsintown.com/e/105262092-major-lazer-at-hollywood-park-adjacent-to-sofi-stadium?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/105262092-major-lazer-at-hollywood-park-adjacent-to-sofi-stadium?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2024-08-04T14:00:00,America/Los_Angeles
738wLrAtLtCtFOLvQBXOXp,Major Lazer,2024-03-8,NRG rodeo houston,Houston,TX,https://www.bandsintown.com/z/105064993-major-lazer-at-nrg-rodeo-houston?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/105064993-major-lazer-at-nrg-rodeo-houston?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2024-03-08T18:45:00,America/Chicago
738wLrAtLtCtFOLvQBXOXp,Major Lazer,2024-02-16,MahaLaxmi Lawns,Pune,India,https://www.bandsintown.com/z/105084782-major-lazer-at-mahalaxmi-lawns?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/105084782-major-lazer-at-mahalaxmi-lawns?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2024-02-16T19:00:00,Asia/Kolkata
738wLrAtLtCtFOLvQBXOXp,Major Lazer,2024-02-15,Expo City Dubai,Dubai,United Arab Emirates,https://www.bandsintown.com/z/104909780-major-lazer-at-expo-city-dubai?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/104909780-major-lazer-at-expo-city-dubai?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2024-02-15T19:00:00,Asia/Dubai
738wLrAtLtCtFOLvQBXOXp,Major Lazer,2024-01-18,Jeddah,Jeddah,Saudi Arabia,https://www.bandsintown.com/z/105032196-major-lazer-at-jeddah?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/105032196-major-lazer-at-jeddah?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2024-01-18T19:00:00,Asia/Riyadh
738wLrAtLtCtFOLvQBXOXp,Major Lazer,2024-01-6,Ribbiz Ocean Lounge,Kingston,Jamaica,https://www.bandsintown.com/z/105019812-major-lazer-at-ribbiz-ocean-lounge?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/105019812-major-lazer-at-ribbiz-ocean-lounge?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2024-01-06T22:00:00,America/Jamaica
738wLrAtLtCtFOLvQBXOXp,Major Lazer,2024-01-6,Port Royal,Port Royal,Jamaica,https://www.bandsintown.com/z/105019810-major-lazer-at-port-royal?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/105019810-major-lazer-at-port-royal?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2024-01-06T10:00:00,America/Jamaica
738wLrAtLtCtFOLvQBXOXp,Major Lazer,2023-11-19,Autódromo Hermanos Rodríguez,México,Mexico,https://www.bandsintown.com/z/104898496-major-lazer-at-autodromo-hermanos-rodriguez?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/104898496-major-lazer-at-autodromo-hermanos-rodriguez?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2023-11-19T19:00:00,America/Mexico_City
738wLrAtLtCtFOLvQBXOXp,Major Lazer,2023-11-17,The Sphere,Las Vegas,NV,https://www.bandsintown.com/z/104872714-major-lazer-at-the-sphere?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/104872714-major-lazer-at-the-sphere?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2023-11-17T22:00:00,America/Los_Angeles
738wLrAtLtCtFOLvQBXOXp,Major Lazer,2023-10-13,Zilker Metropolitan Park,Austin,TX,https://www.bandsintown.com/z/104835631-major-lazer-at-zilker-metropolitan-park?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/104835631-major-lazer-at-zilker-metropolitan-park?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2023-10-13T18:00:00,America/Chicago
738wLrAtLtCtFOLvQBXOXp,Major Lazer,2023-10-6,Zilker Metropolitan Park,Austin,TX,https://www.bandsintown.com/z/104823261-major-lazer-at-zilker-metropolitan-park?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/104823261-major-lazer-at-zilker-metropolitan-park?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2023-10-06T18:10:00,America/Chicago
738wLrAtLtCtFOLvQBXOXp,Major Lazer,2023-09-30,Pier 80,San Francisco,CA,https://www.bandsintown.com/z/104445797-major-lazer-at-pier-80?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/104445797-major-lazer-at-pier-80?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2023-09-30T19:00:00,America/Los_Angeles
738wLrAtLtCtFOLvQBXOXp,Major Lazer,2023-09-3,Randall's Island Park,New York City,NY,https://www.bandsintown.com/z/104507113-major-lazer-at-randall's-island-park?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/104507113-major-lazer-at-randall's-island-park?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2023-09-03T19:00:00,America/New_York
738wLrAtLtCtFOLvQBXOXp,Major Lazer,2023-08-12,SonneMondSterne,Saalburg-Ebersdorf,Germany,https://www.bandsintown.com/z/104045759-major-lazer-at-sonnemondsterne?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/104045759-major-lazer-at-sonnemondsterne?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2023-08-12T19:00:00,Europe/Berlin
738wLrAtLtCtFOLvQBXOXp,Major Lazer,2023-07-16,Encore Beach Club,Las Vegas,NV,https://www.bandsintown.com/z/104384010-major-lazer-at-encore-beach-club?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/104384010-major-lazer-at-encore-beach-club?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2023-07-16T11:00:00,America/Los_Angeles
738wLrAtLtCtFOLvQBXOXp,Major Lazer,2023-06-30,Parco Dora - Area Valdocco,Turin,Italy,https://www.bandsintown.com/z/104064758-major-lazer-at-parco-dora-area-valdocco?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/104064758-major-lazer-at-parco-dora-area-valdocco?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2023-06-30T19:00:00,Europe/Rome
738wLrAtLtCtFOLvQBXOXp,Major Lazer,2023-03-25,XS Las Vegas,Las Vegas,NV,https://www.bandsintown.com/z/104258758-major-lazer-at-xs-las-vegas?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/104258758-major-lazer-at-xs-las-vegas?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2023-03-25T22:30:00,America/Los_Angeles
738wLrAtLtCtFOLvQBXOXp,Major Lazer,2023-01-9,Day Zero Tulum,Tulum,Mexico,https://www.bandsintown.com/z/103821915-major-lazer-at-day-zero-tulum?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/103821915-major-lazer-at-day-zero-tulum?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2023-01-09T19:00:00,America/Cancun
738wLrAtLtCtFOLvQBXOXp,Major Lazer,2022-11-22,Doha Golf Club,Doha,Qatar,https://www.bandsintown.com/z/103890211-major-lazer-at-doha-golf-club?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/103890211-major-lazer-at-doha-golf-club?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2022-11-22T10:00:00,Asia/Qatar
738wLrAtLtCtFOLvQBXOXp,Major Lazer,2022-08-14,Encore Beach Club,Las Vegas,NV,https://www.bandsintown.com/z/103344608-major-lazer-at-encore-beach-club?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/103344608-major-lazer-at-encore-beach-club?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2022-08-14T11:00:00,America/Los_Angeles
738wLrAtLtCtFOLvQBXOXp,Major Lazer,2022-08-6,Untold Festival 2020,Cluj-Napoca,Romania,https://www.bandsintown.com/z/103276780-major-lazer-at-untold-festival-2020?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/103276780-major-lazer-at-untold-festival-2020?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2022-08-06T19:00:00,Europe/Bucharest
738wLrAtLtCtFOLvQBXOXp,Major Lazer,2022-08-4,Herdade da Casa Branca,Mal Lavado,Portugal,https://www.bandsintown.com/z/103588132-major-lazer-at-herdade-da-casa-branca?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/103588132-major-lazer-at-herdade-da-casa-branca?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2022-08-04T12:00:00,Europe/Lisbon
738wLrAtLtCtFOLvQBXOXp,Major Lazer,2022-07-31,Tomorrowland,Boom,Belgium,https://www.bandsintown.com/z/103177068-major-lazer-at-tomorrowland?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/103177068-major-lazer-at-tomorrowland?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2022-07-31T14:00:00,Europe/Brussels
738wLrAtLtCtFOLvQBXOXp,Major Lazer,2022-07-21,Bloom Nightclub,San Diego,CA,https://www.bandsintown.com/z/103594110-major-lazer-at-bloom-nightclub?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/103594110-major-lazer-at-bloom-nightclub?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2022-07-21T21:30:00,America/Los_Angeles
738wLrAtLtCtFOLvQBXOXp,Major Lazer,2022-07-17,Encore Beach Club,Las Vegas,NV,https://www.bandsintown.com/z/103344600-major-lazer-at-encore-beach-club?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/103344600-major-lazer-at-encore-beach-club?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2022-07-17T11:00:00,America/Los_Angeles
738wLrAtLtCtFOLvQBXOXp,Major Lazer,2022-07-15,Tomorrowland,Boom,Belgium,https://www.bandsintown.com/z/103177059-major-lazer-at-tomorrowland?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/103177059-major-lazer-at-tomorrowland?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2022-07-15T14:00:00,Europe/Brussels
738wLrAtLtCtFOLvQBXOXp,Major Lazer,2022-07-9,Fritzøe Gård Arena,Larvik,Norway,https://www.bandsintown.com/z/1024812432-major-lazer-at-fritzoe-gard-arena?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/1024812432-major-lazer-at-fritzoe-gard-arena?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2022-07-09T19:00:00,Europe/Oslo
738wLrAtLtCtFOLvQBXOXp,Major Lazer,2022-07-8,Ruissalo,Turku,Finland,https://www.bandsintown.com/z/103478649-major-lazer-at-ruissalo?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/103478649-major-lazer-at-ruissalo?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2022-07-08T19:00:00,Europe/Helsinki
738wLrAtLtCtFOLvQBXOXp,Major Lazer,2022-03-26,Factory Town,Miami,FL,https://www.bandsintown.com/z/103141609-major-lazer-at-factory-town?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/103141609-major-lazer-at-factory-town?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2022-03-26T05:00:00,America/New_York
738wLrAtLtCtFOLvQBXOXp,Major Lazer,2022-03-25,E11EVEN MIAMI,Miami,FL,https://www.bandsintown.com/z/103244847-major-lazer-at-e11even-miami?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/103244847-major-lazer-at-e11even-miami?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2022-03-25T20:00:00,America/New_York
738wLrAtLtCtFOLvQBXOXp,Major Lazer,2022-01-1,National Orange Show Event Center,San Bernardino,CA,https://www.bandsintown.com/z/103026637-major-lazer-at-national-orange-show-event-center?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/103026637-major-lazer-at-national-orange-show-event-center?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2022-01-01T19:00:00,America/Los_Angeles
738wLrAtLtCtFOLvQBXOXp,Major Lazer,2021-12-1,MAPS Backlot,Miami,FL,https://www.bandsintown.com/z/103011554-major-lazer-at-maps-backlot?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/103011554-major-lazer-at-maps-backlot?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2021-12-01T22:00:00,America/New_York
738wLrAtLtCtFOLvQBXOXp,Major Lazer,2021-10-22,Terraza Tabaqueros,Mexico City,Mexico,https://www.bandsintown.com/z/102942348-major-lazer-at-terraza-tabaqueros?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/102942348-major-lazer-at-terraza-tabaqueros?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2021-10-22T20:00:00,America/Mexico_City
738wLrAtLtCtFOLvQBXOXp,Major Lazer,2021-10-2,View Music Bar,Torrance,CA,https://www.bandsintown.com/z/1022920355-major-lazer-at-view-music-bar?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/1022920355-major-lazer-at-view-music-bar?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2021-10-02T22:00:00,America/Los_Angeles
738wLrAtLtCtFOLvQBXOXp,Major Lazer,2021-09-19,XS Nightclub,Las Vegas,NV,https://www.bandsintown.com/z/102788743-major-lazer-at-xs-nightclub?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/102788743-major-lazer-at-xs-nightclub?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2021-09-19T22:30:00,America/Los_Angeles
738wLrAtLtCtFOLvQBXOXp,Major Lazer,2021-08-22,Encore Beach Club,Las Vegas,NV,https://www.bandsintown.com/z/1022298594-major-lazer-at-encore-beach-club?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/1022298594-major-lazer-at-encore-beach-club?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2021-08-22T11:00:00,America/Los_Angeles
738wLrAtLtCtFOLvQBXOXp,Major Lazer,2021-08-14,XS Nightclub,Las Vegas,NV,https://www.bandsintown.com/z/1022298687-major-lazer-at-xs-nightclub?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/1022298687-major-lazer-at-xs-nightclub?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2021-08-14T22:30:00,America/Los_Angeles
738wLrAtLtCtFOLvQBXOXp,Major Lazer,2021-07-9,Ruissalo,Turku,Finland,https://www.bandsintown.com/z/102377845-major-lazer-at-ruissalo?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/102377845-major-lazer-at-ruissalo?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2021-07-09T19:00:00,Europe/Helsinki
738wLrAtLtCtFOLvQBXOXp,Major Lazer,2021-07-7,Espacio Mad Cool,Madrid,Spain,https://www.bandsintown.com/z/102378101-major-lazer-at-espacio-mad-cool?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/102378101-major-lazer-at-espacio-mad-cool?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2021-07-07T19:00:00,Europe/Madrid
738wLrAtLtCtFOLvQBXOXp,Major Lazer,2021-06-4,E11even,Miami,FL,https://www.bandsintown.com/z/102620068-major-lazer-at-e11even?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/102620068-major-lazer-at-e11even?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2021-06-04T20:00:00,America/New_York
738wLrAtLtCtFOLvQBXOXp,Major Lazer,2020-12-31,Live stream has ended.,,,https://www.bandsintown.com/z/1021165637-major-lazer-at-live-stream?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/1021165637-major-lazer-at-live-stream?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2020-12-31T20:00:00,America/New_York
738wLrAtLtCtFOLvQBXOXp,Major Lazer,2020-12-30,Live stream has ended.,,,https://www.bandsintown.com/z/102435480-major-lazer-at-twitch?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=event,https://www.bandsintown.com/e/102435480-major-lazer-at-twitch?came_from=251&utm_medium=web&utm_source=artist_page&utm_campaign=ticket_rsvp,I Was There,2020-12-30T18:00:00,America/New_York
